,melanoma,nevus,seborrheic_keratosis
ISIC_0012258.jpg,0.08255622535943985,0.811293363571167,0.10615035146474838
ISIC_0012356.jpg,0.12899447977542877,0.6528830528259277,0.21812237799167633
ISIC_0012369.jpg,0.15170325338840485,0.6302046179771423,0.2180921584367752
ISIC_0012395.jpg,0.29366061091423035,0.7063152194023132,2.416148163320031e-05
ISIC_0012425.jpg,0.011569613590836525,0.9882255792617798,0.0002048053138423711
ISIC_0012758.jpg,0.013916263356804848,0.9860827326774597,9.25599749734829e-07
ISIC_0012989.jpg,0.9294200539588928,0.07057976722717285,1.6637982014344743e-07
ISIC_0013072.jpg,0.34023723006248474,0.4306652843952179,0.22909751534461975
ISIC_0013073.jpg,0.35739514231681824,0.6386196613311768,0.003985203802585602
ISIC_0013242.jpg,0.03769303485751152,0.9604814648628235,0.0018254732713103294
ISIC_0013277.jpg,0.0916372612118721,0.9083461165428162,1.6652929843985476e-05
ISIC_0013321.jpg,0.1271442472934723,0.7145252227783203,0.15833058953285217
ISIC_0013374.jpg,0.6764441728591919,0.2714170813560486,0.05213874951004982
ISIC_0013411.jpg,0.7748878002166748,0.22479546070098877,0.00031677662627771497
ISIC_0013414.jpg,0.01638600043952465,0.9812206029891968,0.002393431030213833
ISIC_0013455.jpg,0.8218532800674438,0.1780942678451538,5.2430026698857546e-05
ISIC_0013457.jpg,0.3152700364589691,0.6838049292564392,0.0009250635630451143
ISIC_0013459.jpg,0.5641666650772095,0.42116427421569824,0.014669056981801987
ISIC_0013472.jpg,0.07886132597923279,0.9180243611335754,0.003114312654361129
ISIC_0013473.jpg,0.6309826970100403,0.36861279606819153,0.0004045523819513619
ISIC_0013565.jpg,0.2193482369184494,0.5643943548202515,0.21625740826129913
ISIC_0013577.jpg,0.6876716613769531,0.27021703124046326,0.042111363261938095
ISIC_0013588.jpg,0.16478320956230164,0.3479335904121399,0.4872831702232361
ISIC_0013615.jpg,0.9855332970619202,0.014444847591221333,2.1832867787452415e-05
ISIC_0013617.jpg,0.09273720532655716,0.8019852638244629,0.10527753084897995
ISIC_0013636.jpg,0.633049726486206,0.3665497899055481,0.0004003956855740398
ISIC_0013678.jpg,0.8720219731330872,0.12395334988832474,0.004024698864668608
ISIC_0013696.jpg,0.006017414387315512,0.9920415282249451,0.0019410635577514768
ISIC_0013733.jpg,0.8107261657714844,0.18888407945632935,0.0003897384740412235
ISIC_0013739.jpg,0.171660378575325,0.6977835297584534,0.13055607676506042
ISIC_0013766.jpg,0.402516633272171,0.5974785685539246,4.798203917744104e-06
ISIC_0013767.jpg,0.09635564684867859,0.8829613924026489,0.0206830482929945
ISIC_0013813.jpg,0.9640995264053345,0.034583695232868195,0.0013168029254302382
ISIC_0013814.jpg,0.9876977801322937,0.012294271029531956,8.056675142142922e-06
ISIC_0013833.jpg,0.937714159488678,0.062196455895900726,8.937274105846882e-05
ISIC_0013842.jpg,0.12520909309387207,0.8745224475860596,0.0002684613864403218
ISIC_0013867.jpg,0.3769214153289795,0.5946547985076904,0.028423728421330452
ISIC_0013908.jpg,0.48957201838493347,0.48588138818740845,0.024546680971980095
ISIC_0013917.jpg,0.2801903188228607,0.6903519630432129,0.029457764700055122
ISIC_0013925.jpg,0.7127752304077148,0.21677783131599426,0.07044699043035507
