,melanoma,nevus,seborrheic_keratosis
ISIC_0012258.jpg,0.016826573759317398,0.036866411566734314,0.9463070631027222
ISIC_0012356.jpg,0.047779716551303864,0.06967935711145401,0.8825409412384033
ISIC_0012369.jpg,0.49415433406829834,0.024045430123806,0.4818001687526703
ISIC_0012395.jpg,0.09876489639282227,0.9011659026145935,6.913518154760823e-05
ISIC_0012425.jpg,0.10092376917600632,0.8977033495903015,0.0013728985795751214
ISIC_0012758.jpg,0.4845312833786011,0.5154685378074646,2.0042605797243596e-07
ISIC_0012989.jpg,0.9155499935150146,0.08442597836256027,2.4041179131017998e-05
ISIC_0013072.jpg,0.851746678352356,0.00981332827359438,0.13843992352485657
ISIC_0013073.jpg,0.9185881018638611,0.025835055857896805,0.05557691305875778
ISIC_0013242.jpg,0.2812015116214752,0.49313297867774963,0.22566547989845276
ISIC_0013277.jpg,6.750372995156795e-05,0.9998113512992859,0.00012115438585169613
ISIC_0013321.jpg,0.010818746872246265,0.14060789346694946,0.8485733866691589
ISIC_0013374.jpg,0.9977402687072754,0.0009208524716086686,0.0013388973893597722
ISIC_0013411.jpg,0.6489636898040771,0.19967231154441833,0.15136399865150452
ISIC_0013414.jpg,0.0038761368487030268,0.9715340733528137,0.024589739739894867
ISIC_0013455.jpg,0.9995957016944885,0.00040426020859740674,7.3040515857769606e-09
ISIC_0013457.jpg,0.41221413016319275,0.5874967575073242,0.00028918427415192127
ISIC_0013459.jpg,0.7909892797470093,0.2026485651731491,0.006362138316035271
ISIC_0013472.jpg,0.21517029404640198,0.7844617962837219,0.0003678609791677445
ISIC_0013473.jpg,0.9987362027168274,0.0012601071503013372,3.6465239645622205e-06
ISIC_0013565.jpg,0.0007466343813575804,0.004456340800970793,0.9947970509529114
ISIC_0013577.jpg,0.9974287152290344,0.002446305938065052,0.0001249510532943532
ISIC_0013588.jpg,0.0005647142534144223,0.0017545896116644144,0.9976806640625
ISIC_0013615.jpg,0.9969413876533508,0.003005721140652895,5.28468590346165e-05
ISIC_0013617.jpg,0.013640237972140312,0.9855814576148987,0.0007782497559674084
ISIC_0013636.jpg,0.9978650212287903,0.0021350495517253876,3.521083513646772e-08
ISIC_0013678.jpg,0.9992138147354126,0.0005136808031238616,0.00027256077737547457
ISIC_0013696.jpg,0.3239511251449585,0.05106648802757263,0.6249824166297913
ISIC_0013733.jpg,0.9818617105484009,0.018057184293866158,8.11576537671499e-05
ISIC_0013739.jpg,0.000534087186679244,0.0034655930940061808,0.996000349521637
ISIC_0013766.jpg,0.948998749256134,0.05100032687187195,9.031698482431239e-07
ISIC_0013767.jpg,0.8900031447410583,0.1015155166387558,0.00848141685128212
ISIC_0013813.jpg,0.8135837316513062,0.003594118170440197,0.18282215297222137
ISIC_0013814.jpg,0.991500973701477,0.008470297791063786,2.8776850740541704e-05
ISIC_0013833.jpg,0.9992228746414185,0.0007750562508590519,2.0311642856540857e-06
ISIC_0013842.jpg,0.35530591011047363,0.6399447321891785,0.004749351646751165
ISIC_0013867.jpg,0.9802313446998596,0.019359029829502106,0.0004096805350854993
ISIC_0013908.jpg,0.5155267715454102,0.39981523156166077,0.08465797454118729
ISIC_0013917.jpg,0.39286258816719055,0.24723215401172638,0.35990530252456665
ISIC_0013925.jpg,0.0003112583654001355,0.0026778322644531727,0.9970109462738037
ISIC_0013948.jpg,0.9975413084030151,0.0024525776971131563,6.169146672618808e-06
ISIC_0013953.jpg,0.1522727608680725,0.28424155712127686,0.5634856820106506
ISIC_0013987.jpg,0.9354344010353088,0.06373464316129684,0.0008309786790050566
ISIC_0013988.jpg,0.9975070357322693,0.0024896515533328056,3.270171646363451e-06
ISIC_0014027.jpg,0.012760528363287449,0.0004766894562635571,0.9867628216743469
ISIC_0014059.jpg,0.263645201921463,0.7360867261886597,0.0002680709585547447
ISIC_0014077.jpg,0.999869704246521,0.0001298641145695001,2.988558378547168e-07
ISIC_0014103.jpg,0.9986481070518494,0.0013409695820882916,1.0996956916642375e-05
ISIC_0014110.jpg,0.5445316433906555,0.45543617010116577,3.219846257707104e-05
ISIC_0014129.jpg,0.9839733242988586,0.01589234732091427,0.00013426417717710137
ISIC_0014148.jpg,0.9472838044166565,0.05235520377755165,0.000361021317075938
ISIC_0014160.jpg,0.999900221824646,9.870349458651617e-05,1.1225123444091878e-06
ISIC_0014181.jpg,0.9998685121536255,4.4341901229927316e-05,8.70938747539185e-05
ISIC_0014186.jpg,1.767630055837799e-05,1.4521434422931634e-05,0.9999678134918213
ISIC_0014219.jpg,0.9805452823638916,0.0026310672983527184,0.01682363823056221
ISIC_0014221.jpg,0.9976303577423096,0.001968211494386196,0.0004014229925815016
ISIC_0014233.jpg,0.033612046390771866,0.0003412491350900382,0.9660467505455017
ISIC_0014255.jpg,0.5420066118240356,0.08236276358366013,0.3756306767463684
ISIC_0014270.jpg,0.9884974956512451,0.011500474996864796,2.0096515527256997e-06
ISIC_0014284.jpg,0.7866092324256897,0.06930843740701675,0.14408230781555176
ISIC_0014288.jpg,0.15011367201805115,0.8385176062583923,0.0113687040284276
ISIC_0014319.jpg,0.7576350569725037,0.14607112109661102,0.09629380702972412
ISIC_0014336.jpg,0.9998524188995361,0.00014754610310774297,4.501529982103847e-10
ISIC_0014349.jpg,0.9971174001693726,0.0028339747805148363,4.8616795538691804e-05
ISIC_0014369.jpg,0.9698207378387451,0.029195522889494896,0.0009837121469900012
ISIC_0014423.jpg,0.9286766648292542,0.05304733291268349,0.0182760301977396
ISIC_0014434.jpg,0.0002481186529621482,0.007282396778464317,0.9924694895744324
ISIC_0014454.jpg,0.8800337314605713,0.08075001835823059,0.039216216653585434
