,melanoma,nevus,seborrheic_keratosis
ISIC_0012258.jpg,0.010517779737710953,0.058919575065374374,0.9305626153945923
ISIC_0012356.jpg,0.0009131412953138351,0.0006723559345118701,0.9984145164489746
ISIC_0012369.jpg,0.35720738768577576,0.034856732934713364,0.6079358458518982
ISIC_0012395.jpg,0.9201183915138245,0.07986685633659363,1.484712447563652e-05
ISIC_0012425.jpg,0.014504244551062584,0.9854099750518799,8.572803199058399e-05
ISIC_0012758.jpg,0.003725394606590271,0.996274471282959,6.957744602686944e-08
ISIC_0012989.jpg,0.8850563168525696,0.11494366079568863,1.7178953370944328e-08
ISIC_0013072.jpg,0.5776148438453674,0.08055117726325989,0.3418339788913727
ISIC_0013073.jpg,0.7710439562797546,0.1595207303762436,0.06943535804748535
ISIC_0013242.jpg,0.005698682740330696,0.994293212890625,8.219636583817191e-06
ISIC_0013277.jpg,0.0021475402172654867,0.9978370070457458,1.5470244761672802e-05
ISIC_0013321.jpg,0.00301740993745625,0.11261598020792007,0.8843665719032288
ISIC_0013374.jpg,0.974127471446991,0.025020398199558258,0.0008520844858139753
ISIC_0013411.jpg,0.005070829764008522,0.015163271687924862,0.9797659516334534
ISIC_0013414.jpg,1.0484035108159276e-13,0.9999996423721313,3.829806587418716e-07
ISIC_0013455.jpg,0.536572277545929,0.4633609652519226,6.675947224721313e-05
ISIC_0013457.jpg,0.741550624370575,0.01040956936776638,0.24803979694843292
ISIC_0013459.jpg,0.987995445728302,0.012004253454506397,2.762435542535968e-07
ISIC_0013472.jpg,0.4121522605419159,0.5842758417129517,0.003571948269382119
ISIC_0013473.jpg,0.9844925403594971,0.015428551472723484,7.884987280704081e-05
ISIC_0013565.jpg,8.070258627412841e-05,0.2898792624473572,0.7100400328636169
ISIC_0013577.jpg,0.9697008728981018,0.030298203229904175,9.324089091933274e-07
ISIC_0013588.jpg,3.191330790741631e-07,0.9959542751312256,0.004045443143695593
ISIC_0013615.jpg,0.9918047189712524,0.008194845169782639,4.4964906464883825e-07
ISIC_0013617.jpg,0.00026154451188631356,0.005014416761696339,0.9947239756584167
ISIC_0013636.jpg,0.9080943465232849,0.0919056311249733,2.04410134652111e-11
ISIC_0013678.jpg,0.4478401839733124,0.5475038290023804,0.004655988421291113
